Boat Type Main,Length,Width,Material,Boat Condition,Engine Type,Country,Price_Range_€,Price_Eur,N. views 7d grouped,N. views last 7d,Age Group,Year Built,F1
Sport Boat,11,4,PVC,Used boat,Unknown,Spain,50K-150K,87000,Medium (71-120),102,2001-2010,2005,4944
Flybridge,14,4,GRP,Used boat,Unknown,Croatia,150K-300K,270000,Medium (71-120),102,2011-2015,2010,4945
Trawler,10,3,Steel,Used boat,Unknown,Netherlands,lower_50K,44500,Medium (71-120),102,1991-2000,1992,4946
Motor Yacht,17,5,GRP,Used boat,Unknown,France,300K-1M,385000,Medium (71-120),102,2001-2010,2005,4947
Pilothouse,9,3,GRP,Used boat,Unknown,Germany,lower_50K,44900,Medium (71-120),102,1991-2000,1994,4948
Bowrider,6,2,GRP,new boat on order,Unknown,Germany,lower_50K,26400,Medium (71-120),102,Unknown,2020,4949
Motor Yacht,14,4,PVC,new boat on order,Unknown,France,300K-1M,600240,Medium (71-120),102,Unknown,2020,4950
Sport Boat,5,2,GRP,new boat from stock,Unknown,Germany,lower_50K,29650,Medium (71-120),102,2016-2020,2019,4951
Pontoon Boat,9,3,GRP,Used boat,Unknown,Italy,lower_50K,29000,Medium (71-120),102,1991-2000,1997,4952
Motor Yacht,11,3,GRP,Used boat,Unknown,United Kingdom,50K-150K,86999.13,Medium (71-120),102,2001-2010,2004,4953
Trawler,16,5,Steel,Used boat,Unknown,Netherlands,150K-300K,215000,Medium (71-120),102,1976-1990,1987,4954
Trawler,10,3,Steel,Used boat,Unknown,Netherlands,150K-300K,238000,Medium (71-120),102,2016-2020,2019,4955
Hardtop,11,3,PVC,Used boat,Unknown,France,150K-300K,172000,Medium (71-120),102,2016-2020,2019,4956
Flybridge,15,4,PVC,Used boat,Unknown,France,300K-1M,595000,Medium (71-120),102,2016-2020,2017,4957
Flybridge,15,4,GRP,Used boat,Unknown,Germany,50K-150K,120000,Medium (71-120),102,1900-1975,1974,4958
Motor Yacht,25,6,GRP,Used boat,Unknown,Netherlands,Higher_1M,4100000,Medium (71-120),102,2016-2020,2019,4959
Center console boat,6,3,Unknown,Used boat,Unknown,France,lower_50K,37000,Medium (71-120),102,2016-2020,2019,4960
Hardtop,15,4,GRP,Used boat,Unknown,Malta,150K-300K,280000,Medium (71-120),102,2011-2015,2010,4961
Flybridge,19,5,Unknown,Used boat,Unknown,Spain,300K-1M,989000,Medium (71-120),102,2011-2015,2014,4962
Flybridge,24,6,PVC,Used boat,Unknown,Turkey,300K-1M,450000,Medium (71-120),102,1991-2000,1997,4963
Motor Yacht,25,6,Unknown,Used boat,Unknown,Italy,300K-1M,350000,Medium (71-120),102,1991-2000,1997,4964
Motor Yacht,16,4,GRP,Used boat,Unknown,Spain,300K-1M,500250,Medium (71-120),102,2011-2015,2014,4965
Flybridge,12,4,Steel,Used boat,Unknown,Netherlands,50K-150K,59900,Medium (71-120),102,1991-2000,1994,4966
Trawler,8,3,GRP,Used boat,Unknown,Netherlands,lower_50K,42500,Medium (71-120),102,2001-2010,2008,4967
Center console boat,6,2,GRP,new boat from stock,Unknown,Italy,lower_50K,17700,Medium (71-120),102,2016-2020,2019,4968
Flybridge,15,4,GRP,Used boat,Unknown,Italy,50K-150K,120000,Medium (71-120),102,2001-2010,2001,4969
Sport Boat,9,3,GRP,Used boat,Unknown,Croatia,50K-150K,67500,Medium (71-120),102,2001-2010,2008,4970
Motor Yacht,16,4,GRP,Used boat,Unknown,France,150K-300K,200000,Medium (71-120),102,2001-2010,2004,4971
Sport Boat,10,3,GRP,Used boat,Unknown,Italy,lower_50K,50000,Medium (71-120),102,2001-2010,2004,4972
Sport Boat,8,3,GRP,Used boat,Unknown,Italy,lower_50K,28000,Medium (71-120),102,2001-2010,2002,4973
Motor Yacht,9,3,PVC,Used boat,Unknown,France,50K-150K,60000,Medium (71-120),102,1991-2000,1990,4974
Motor Yacht,14,4,GRP,Used boat,Unknown,Croatia,50K-150K,99000,Medium (71-120),102,1991-2000,1991,4975
Motor Yacht,20,5,GRP,Used boat,Unknown,Italy,300K-1M,320000,Medium (71-120),102,2001-2010,2002,4976
Trawler,13,4,Steel,Used boat,Unknown,Netherlands,150K-300K,205000,Medium (71-120),102,2001-2010,2006,4977
Motor Yacht,15,5,GRP,Used boat,Unknown,Montenegro,300K-1M,540000,Medium (71-120),102,2011-2015,2013,4978
Motor Yacht,10,3,Unknown,Used boat,Unknown,Spain,lower_50K,44800,Medium (71-120),102,2001-2010,2005,4979
Hardtop,20,5,GRP,Used boat,Unknown,Spain,300K-1M,390000,Medium (71-120),102,2011-2015,2010,4980
Flybridge,13,4,PVC,Used boat,Unknown,France,50K-150K,110000,Medium (71-120),102,2001-2010,2000,4981
Deck Boat,8,3,PVC,Used boat,Unknown,France,50K-150K,53000,Medium (71-120),102,2016-2020,2016,4982
Motor Yacht,14,4,Unknown,new boat on order,Unknown,France,300K-1M,552000,Medium (71-120),102,Unknown,2020,4983
Flybridge,15,4,PVC,Used boat,Unknown,France,300K-1M,990000,Medium (71-120),102,Unknown,2020,4984
Motor Yacht,12,4,GRP,Used boat,Unknown,Italy,50K-150K,95000,Medium (71-120),102,2001-2010,2002,4985
Flybridge,15,5,PVC,Used boat,Unknown,France,300K-1M,700000,Medium (71-120),102,2016-2020,2017,4986
Motor Yacht,16,4,Unknown,Used boat,Unknown,Croatia,300K-1M,730000,Medium (71-120),102,2016-2020,2017,4987
Motor Yacht,18,5,GRP,Used boat,Unknown,Croatia,300K-1M,350000,Medium (71-120),102,2001-2010,2002,4988
Sport Boat,9,3,Unknown,Used boat,Unknown,Malta,lower_50K,18000,Medium (71-120),102,1976-1990,1975,4989
Motor Yacht,17,5,GRP,Used boat,Unknown,Greece,300K-1M,350000,Medium (71-120),102,2001-2010,2003,4990
House Boat,19,5,Steel,Used boat,Unknown,Netherlands,150K-300K,199500,Medium (71-120),102,1900-1975,1905,4991
Deck Boat,6,2,GRP,Used boat,Unknown,Italy,lower_50K,23000,Medium (71-120),101,2001-2010,2009,4992
Flybridge,17,5,GRP,Used boat,Unknown,Croatia,300K-1M,310000,Medium (71-120),101,2001-2010,2007,4993
Classic,16,3,Steel,Used boat,Unknown,Netherlands,lower_50K,34500,Medium (71-120),101,1900-1975,1926,4994
Trawler,15,4,Steel,Used boat,Unknown,Netherlands,150K-300K,174500,Medium (71-120),101,1991-2000,1998,4995
Motor Yacht,15,5,GRP,Used boat,Unknown,Spain,150K-300K,180000,Medium (71-120),101,1991-2000,1998,4996
Pilothouse,7,3,GRP,Used boat,Unknown,Croatia,lower_50K,47500,Medium (71-120),101,2001-2010,2006,4997
Hardtop,12,4,PVC,Used boat,Unknown,France,50K-150K,137000,Medium (71-120),101,2001-2010,2009,4998
Flybridge,13,4,GRP,Used boat,Unknown,Spain,50K-150K,149000,Medium (71-120),101,2001-2010,2004,4999
Pilothouse,7,3,PVC,Used boat,Unknown,France,lower_50K,33000,Medium (71-120),101,2011-2015,2012,5000
Sport Boat,6,2,Unknown,new boat from stock,Unknown,Denmark,Higher_1M,3252560,Medium (71-120),101,Unknown,2020,5001
Flybridge,18,5,Unknown,Used boat,Unknown,Montenegro,150K-300K,220000,Medium (71-120),101,1991-2000,1995,5002
Motor Yacht,24,7,GRP,new boat from stock,Unknown,Netherlands,Higher_1M,2620000,Medium (71-120),101,2016-2020,2019,5003
Trawler,12,4,Steel,Used boat,Unknown,Netherlands,150K-300K,175000,Medium (71-120),101,2001-2010,2009,5004
Motor Yacht,6,3,GRP,Used boat,Unknown,Spain,lower_50K,8950,Medium (71-120),101,2001-2010,2001,5005
Trawler,12,4,Steel,Used boat,Unknown,Netherlands,lower_50K,47500,Medium (71-120),101,1976-1990,1978,5006
Motor Yacht,11,3,GRP,Used boat,Unknown,Germany,150K-300K,197000,Medium (71-120),101,2016-2020,2016,5007
Motor Yacht,13,4,GRP,Used boat,Unknown,Spain,150K-300K,199000,Medium (71-120),101,2011-2015,2011,5008
Motor Yacht,11,4,GRP,Used boat,Unknown,Belgium,50K-150K,72900,Medium (71-120),101,2001-2010,2001,5009
Bowrider,6,3,GRP,new boat from stock,Unknown,Germany,50K-150K,54370,Medium (71-120),101,Unknown,2020,5010
Sport Boat,6,2,Unknown,Display Model,Unknown,Germany,lower_50K,49099,Medium (71-120),101,2016-2020,2019,5011
Hardtop,23,6,GRP,Used boat,Unknown,Italy,300K-1M,900000,Medium (71-120),101,2001-2010,2008,5012
Trawler,11,4,PVC,Used boat,Unknown,France,150K-300K,189000,Medium (71-120),101,2011-2015,2014,5013
Trawler,10,4,Steel,Used boat,Unknown,Netherlands,50K-150K,54500,Medium (71-120),101,1991-2000,1995,5014
Sport Boat,8,2,PVC,new boat from stock,Unknown,Spain,50K-150K,121900,Medium (71-120),101,2016-2020,2019,5015
Pilothouse,8,3,PVC,Used boat,Unknown,France,50K-150K,64000,Medium (71-120),101,2016-2020,2017,5016
Cabin Boat,8,3,GRP,Used boat,Unknown,Netherlands,lower_50K,19500,Medium (71-120),101,1976-1990,1975,5017
Center console boat,6,2,Unknown,new boat from stock,Unknown,Italy,lower_50K,15500,Medium (71-120),101,Unknown,2020,5018
Pilothouse,8,3,PVC,Used boat,Unknown,France,50K-150K,85000,Medium (71-120),101,2016-2020,2017,5019
Flybridge,19,5,GRP,Used boat,Unknown,Portugal,300K-1M,385000,Medium (71-120),101,2001-2010,2005,5020
Motor Yacht,12,4,GRP,Used boat,Unknown,Germany,150K-300K,235000,Medium (71-120),101,2016-2020,2017,5021
Sport Boat,13,5,GRP,Used boat,Unknown,Spain,150K-300K,199000,Medium (71-120),101,2001-2010,2006,5022
Cabin Boat,8,3,GRP,new boat on order,Unknown,Germany,50K-150K,141900,Medium (71-120),101,Unknown,2021,5023
Motor Yacht,19,5,GRP,Used boat,Unknown,Italy,300K-1M,400000,Medium (71-120),101,2001-2010,2001,5024
Flybridge,16,5,GRP,Used boat,Unknown,Italy,150K-300K,210000,Medium (71-120),101,2011-2015,2011,5025
Motor Yacht,6,2,GRP,Used boat,Unknown,Germany,lower_50K,16700,Medium (71-120),101,1991-2000,1995,5026
Deck Boat,6,2,GRP,Used boat,Unknown,Italy,lower_50K,17000,Medium (71-120),101,1991-2000,1996,5027
Motor Yacht,18,5,GRP,Used boat,Unknown,United Kingdom,300K-1M,865650,Medium (71-120),101,2016-2020,2017,5028
Deck Boat,7,2,Unknown,new boat from stock,Unknown,Spain,50K-150K,64577,Medium (71-120),101,Unknown,2020,5029
Flybridge,13,4,Unknown,Used boat,Unknown,Italy,150K-300K,230000,Medium (71-120),101,2001-2010,2007,5030
Flybridge,8,3,GRP,Used boat,Unknown,France,lower_50K,42500,Medium (71-120),101,1976-1990,1976,5031
Sport Boat,8,3,GRP,Used boat,Unknown,Italy,lower_50K,50000,Medium (71-120),101,2001-2010,2004,5032
Motor Yacht,10,3,Unknown,Used boat,Unknown,Italy,50K-150K,65000,Medium (71-120),101,2001-2010,2007,5033
Classic,7,2,Wood,Used boat,Unknown,Austria,50K-150K,84000,Medium (71-120),101,1900-1975,1954,5034
Center console boat,4,1,GRP,new boat from stock,Unknown,Germany,lower_50K,14870,Medium (71-120),101,Unknown,2020,5035
Pilothouse,8,3,PVC,Used boat,Unknown,France,50K-150K,64900,Medium (71-120),101,2016-2020,2019,5036
Sport Boat,7,3,GRP,Used boat,Unknown,Germany,lower_50K,29900,Medium (71-120),101,2016-2020,2017,5037
Flybridge,10,4,PVC,Used boat,Unknown,United Kingdom,lower_50K,47850,Medium (71-120),101,1991-2000,1998,5038
Motor Yacht,7,2,GRP,new boat from stock,Unknown,Germany,lower_50K,41395,Medium (71-120),101,2016-2020,2018,5039
Cabin Boat,9,3,GRP,Used boat,Unknown,Italy,lower_50K,29000,Medium (71-120),101,1991-2000,1991,5040
Sport Boat,5,2,GRP,new boat from stock,Unknown,Germany,lower_50K,14500,Medium (71-120),101,2016-2020,2019,5041
Motor Yacht,17,5,Steel,Used boat,Unknown,Netherlands,lower_50K,42500,Medium (71-120),101,1900-1975,1906,5042
Deck Boat,7,3,GRP,new boat from stock,Unknown,Germany,lower_50K,27699,Medium (71-120),101,Unknown,2020,5043
Motor Yacht,10,3,GRP,Used boat,Unknown,Denmark,Higher_1M,17158000,Medium (71-120),101,Unknown,2020,5044
Center console boat,7,3,PVC,Used boat,Unknown,France,lower_50K,45900,Medium (71-120),100,2016-2020,2019,5045
Fishing Boat,10,3,GRP,Used boat,Unknown,Italy,50K-150K,55000,Medium (71-120),100,1991-2000,1992,5046
Catamaran,19,8,Unknown,Used boat,Unknown,France,Higher_1M,27378200,Medium (71-120),100,2001-2010,2009,5047
Sport Boat,7,3,GRP,Used boat,Unknown,Germany,lower_50K,24900,Medium (71-120),100,2001-2010,2002,5048
Motor Yacht,13,4,PVC,Used boat,Unknown,France,50K-150K,126000,Medium (71-120),100,2001-2010,2006,5049
Flybridge,14,4,PVC,Used boat,Unknown,France,150K-300K,279000,Medium (71-120),100,2016-2020,2016,5050
Motor Yacht,23,6,GRP,Used boat,Unknown,United Kingdom,Higher_1M,1909650,Medium (71-120),100,2016-2020,2017,5051
Motor Yacht,15,4,PVC,Used boat,Unknown,France,150K-300K,164500,Medium (71-120),100,2001-2010,2007,5052
Sport Boat,11,3,GRP,new boat from stock,Unknown,Cyprus,300K-1M,308000,Medium (71-120),100,Unknown,2020,5053
Cabin Boat,8,3,Unknown,Used boat,Unknown,Germany,lower_50K,15900,Medium (71-120),100,1976-1990,1985,5054
Flybridge,14,4,Unknown,Used boat,Unknown,Italy,50K-150K,123000,Medium (71-120),100,1991-2000,1994,5055
Sport Boat,6,2,GRP,Used boat,Unknown,Germany,lower_50K,27999,Medium (71-120),100,2016-2020,2015,5056
Sport Boat,10,3,GRP,new boat from stock,Unknown,Germany,150K-300K,183300,Medium (71-120),100,2016-2020,2019,5057
Wakeboard/Wakesurf,8,3,GRP,new boat on order,Unknown,Germany,150K-300K,194300,Medium (71-120),100,Unknown,2020,5058
Sport Boat,7,2,GRP,Used boat,Unknown,Italy,lower_50K,22000,Medium (71-120),100,1976-1990,1989,5059
Trawler,15,4,Steel,Used boat,Unknown,Netherlands,50K-150K,109500,Medium (71-120),100,1991-2000,1996,5060
Motor Yacht,9,3,Unknown,Used boat,Unknown,Italy,lower_50K,45000,Medium (71-120),100,1991-2000,1995,5061
Motor Yacht,12,3,GRP,Used boat,Unknown,Spain,50K-150K,110000,Medium (71-120),100,1991-2000,1999,5062
Flybridge,19,5,GRP,new boat from stock,Unknown,Netherlands,Higher_1M,1402995,Medium (71-120),100,2016-2020,2017,5063
Pilothouse,9,3,PVC,Used boat,Unknown,Spain,50K-150K,71500,Medium (71-120),100,2011-2015,2012,5064
Pilothouse,9,3,GRP,Used boat,Unknown,Croatia,50K-150K,77900,Medium (71-120),100,2011-2015,2013,5065
Motor Yacht,26,6,GRP,Used boat,Unknown,France,Higher_1M,1850000,Medium (71-120),100,2011-2015,2011,5066
Flybridge,13,4,GRP,Used boat,Unknown,France,50K-150K,109000,Medium (71-120),100,2001-2010,2001,5067
Pilothouse,7,3,GRP,Used boat,Unknown,Denmark,Higher_1M,2603540,Medium (71-120),100,2016-2020,2015,5068
Pontoon Boat,9,3,GRP,Used boat,Unknown,Italy,50K-150K,75000,Medium (71-120),100,2016-2020,2017,5069
Sport Boat,13,3,PVC,Used boat,Unknown,Spain,300K-1M,649000,Medium (71-120),100,2016-2020,2016,5070
Motor Yacht,25,6,Unknown,Unknown,Diesel,Italy,300K-1M,990000,Medium (71-120),100,2001-2010,2006,5071
Flybridge,17,5,PVC,Used boat,Unknown,United Kingdom,150K-300K,213150,Medium (71-120),100,2001-2010,2001,5072
Motor Yacht,14,4,GRP,Used boat,Unknown,Turkey,50K-150K,115000,Medium (71-120),100,1991-2000,1997,5073
Bowrider,6,2,GRP,new boat from stock,Unknown,Germany,50K-150K,79900,Medium (71-120),100,Unknown,2020,5074
Cabin Boat,11,3,Steel,Used boat,Unknown,Netherlands,lower_50K,29995,Medium (71-120),100,1976-1990,1985,5075
Sport Boat,8,3,GRP,new boat from stock,Unknown,Switzerland,50K-150K,100704,Medium (71-120),100,2016-2020,2017,5076
Flybridge,11,4,GRP,Used boat,Unknown,Italy,50K-150K,55000,Medium (71-120),100,1976-1990,1982,5077
Motor Yacht,11,4,GRP,Used boat,Unknown,Greece,50K-150K,75000,Medium (71-120),100,2001-2010,2003,5078
Offshore Boat,19,5,GRP,Used boat,Unknown,France,300K-1M,499000,Medium (71-120),100,2001-2010,2006,5079
Motor Yacht,22,6,Unknown,Used boat,Unknown,Italy,Higher_1M,1070000,Medium (71-120),100,2011-2015,2011,5080
Flybridge,14,4,GRP,Used boat,Unknown,Spain,300K-1M,429000,Medium (71-120),100,2016-2020,2015,5081
Flybridge,13,4,GRP,Used boat,Unknown,Croatia,150K-300K,229900,Medium (71-120),100,2001-2010,2005,5082
Sport Boat,8,2,PVC,Used boat,Unknown,France,lower_50K,29900,Medium (71-120),100,1991-2000,1992,5083
Trawler,13,4,Steel,Used boat,Unknown,Netherlands,50K-150K,99500,Medium (71-120),100,1991-2000,1995,5084
Motor Yacht,19,5,Unknown,Used boat,Unknown,Spain,300K-1M,399000,Medium (71-120),100,2001-2010,2002,5085
Pilothouse,9,2,Unknown,new boat from stock,Unknown,Denmark,Higher_1M,13420540,Medium (71-120),100,Unknown,2020,5086
Motor Yacht,13,4,GRP,Used boat,Unknown,Spain,50K-150K,130000,Medium (71-120),100,1991-2000,1998,5087
Hardtop,15,4,PVC,Used boat,Unknown,France,300K-1M,560000,Medium (71-120),100,2016-2020,2016,5088
Launch,9,3,Unknown,Used boat,Unknown,Netherlands,lower_50K,35000,Medium (71-120),100,1900-1975,1955,5089
Sport Boat,6,2,GRP,new boat from stock,Unknown,Germany,lower_50K,18950,Medium (71-120),100,2016-2020,2016,5090
Motor Yacht,22,5,Steel,Used boat,Unknown,Germany,150K-300K,265000,Medium (71-120),100,1900-1975,1972,5091
Sport Boat,8,3,GRP,Used boat,Unknown,Italy,lower_50K,25000,Medium (71-120),100,1991-2000,1998,5092
Pilothouse,7,3,PVC,Used boat,Unknown,France,lower_50K,44000,Medium (71-120),100,2016-2020,2018,5093
Center console boat,6,2,GRP,Display Model,Unknown,Germany,50K-150K,52850,Medium (71-120),99,2016-2020,2019,5094
Bowrider,7,3,Unknown,new boat from stock,Unknown,France,50K-150K,109880,Medium (71-120),99,Unknown,2020,5095
Pilothouse,8,3,PVC,Used boat,Unknown,France,150K-300K,159000,Medium (71-120),99,2011-2015,2014,5096
Pilothouse,8,2,GRP,Used boat,Unknown,Croatia,lower_50K,49500,Medium (71-120),99,2001-2010,2000,5097
Sport Boat,6,3,Unknown,new boat from stock,Unknown,Germany,50K-150K,50460,Medium (71-120),99,2016-2020,2019,5098
Motor Yacht,10,3,GRP,Used boat,Unknown,Germany,50K-150K,107000,Medium (71-120),99,2011-2015,2012,5099
Trawler,21,6,PVC,Used boat,Unknown,Spain,300K-1M,995000,Medium (71-120),99,2001-2010,2007,5100
Flybridge,14,4,GRP,Used boat,Unknown,Croatia,150K-300K,159000,Medium (71-120),99,2001-2010,2003,5101
Trawler,12,4,Steel,Used boat,Unknown,Netherlands,50K-150K,73500,Medium (71-120),99,1991-2000,1994,5102
Bowrider,7,3,GRP,new boat from stock,Unknown,Germany,50K-150K,68310,Medium (71-120),99,2016-2020,2019,5103
Sport Boat,8,3,Unknown,new boat from stock,Unknown,Germany,150K-300K,151310,Medium (71-120),99,Unknown,2020,5104
Mega Yacht,31,7,GRP,Used boat,Unknown,Turkey,Higher_1M,2990000,Medium (71-120),99,2016-2020,2015,5105
Runabout,4,2,Aluminium,new boat from stock,Unknown,Switzerland,lower_50K,5280,Medium (71-120),99,Unknown,2020,5106
Motor Yacht,13,4,GRP,Used boat,Unknown,Italy,150K-300K,269000,Medium (71-120),99,2011-2015,2014,5107
Working Boat,5,2,Unknown,new boat from stock,Unknown,Denmark,Higher_1M,1454700,Medium (71-120),99,Unknown,2020,5108
Pilothouse,8,2,GRP,Used boat,Unknown,Germany,150K-300K,159000,Medium (71-120),99,2016-2020,2015,5109
Flybridge,24,6,GRP,Used boat,Unknown,Croatia,Higher_1M,1699000,Medium (71-120),99,2001-2010,2009,5110
Flybridge,28,6,GRP,Used boat,Unknown,Croatia,Higher_1M,3175500,Medium (71-120),99,2011-2015,2013,5111
Pilothouse,8,3,Unknown,new boat from stock,Unknown,Italy,50K-150K,63300,Medium (71-120),99,Unknown,2020,5112
Deck Boat,9,3,Unknown,Used boat,Unknown,Italy,50K-150K,70000,Medium (71-120),99,2011-2015,2011,5113
Trawler,11,4,Steel,Used boat,Unknown,Netherlands,50K-150K,98000,Medium (71-120),99,2001-2010,2001,5114
Pontoon Boat,9,4,Unknown,Used boat,Unknown,Italy,50K-150K,70000,Medium (71-120),99,2001-2010,2009,5115
Flybridge,10,3,GRP,Used boat,Unknown,Croatia,50K-150K,73000,Medium (71-120),99,1991-2000,1996,5116
Motor Yacht,30,7,GRP,Used boat,Unknown,Croatia,Higher_1M,1050000,Medium (71-120),99,1991-2000,1998,5117
Sport Boat,8,3,Unknown,Used boat,Unknown,France,50K-150K,72000,Medium (71-120),99,2011-2015,2011,5118
Trawler,15,4,Steel,new boat from stock,Unknown,Netherlands,50K-150K,135000,Medium (71-120),99,2011-2015,2011,5119
Sport Boat,6,2,GRP,new boat from stock,Unknown,Switzerland,lower_50K,42787.2,Medium (71-120),99,Unknown,2020,5120
Sport Boat,9,3,PVC,Used boat,Unknown,France,50K-150K,59000,Medium (71-120),99,2001-2010,2008,5121
Motor Yacht,11,3,GRP,Used boat,Unknown,Germany,150K-300K,239000,Medium (71-120),99,2011-2015,2014,5122
Fishing Boat,14,4,GRP,Used boat,Unknown,Italy,50K-150K,95000,Medium (71-120),99,1976-1990,1988,5123
Fishing Boat,8,3,Unknown,Used boat,Unknown,Italy,50K-150K,59000,Medium (71-120),99,2016-2020,2016,5124
Motor Yacht,15,4,Unknown,Used boat,Unknown,Germany,50K-150K,139000,Medium (71-120),99,1900-1975,1971,5125
Motor Yacht,12,4,GRP,Used boat,Unknown,Netherlands,300K-1M,375000,Medium (71-120),99,2016-2020,2019,5126
Motor Yacht,15,4,GRP,Used boat,Unknown,Germany,150K-300K,205000,Medium (71-120),99,2001-2010,2004,5127
Flybridge,15,5,PVC,Used boat,Unknown,France,300K-1M,675000,Medium (71-120),99,2016-2020,2017,5128
Motor Yacht,15,5,Steel,Used boat,Unknown,Netherlands,150K-300K,188000,Medium (71-120),99,2001-2010,2000,5129
Flybridge,20,5,PVC,Used boat,Unknown,Croatia,300K-1M,550000,Medium (71-120),99,2011-2015,2013,5130
Trawler,14,4,Steel,Used boat,Unknown,Netherlands,50K-150K,135000,Medium (71-120),99,1991-2000,1997,5131
Motor Yacht,16,4,GRP,Used boat,Unknown,Italy,150K-300K,290000,Medium (71-120),99,2011-2015,2010,5132
Cabin Boat,6,2,GRP,new boat from stock,Unknown,Germany,lower_50K,41500,Medium (71-120),99,Unknown,2020,5133
Deck Boat,7,3,PVC,Used boat,Unknown,France,lower_50K,24000,Medium (71-120),99,2001-2010,2005,5134
Center console boat,6,2,GRP,new boat from stock,Unknown,Germany,lower_50K,16220,Medium (71-120),99,Unknown,2020,5135
Flybridge,14,4,Unknown,Used boat,Unknown,Ukraine,300K-1M,695000,Medium (71-120),99,2016-2020,2017,5136
Flybridge,18,5,GRP,Used boat,Unknown,Croatia,300K-1M,400000,Medium (71-120),99,2001-2010,2005,5137
Offshore Boat,15,4,GRP,Used boat,Unknown,Spain,300K-1M,349000,Medium (71-120),99,2011-2015,2011,5138
Motor Yacht,12,4,Unknown,Used boat,Unknown,Italy,50K-150K,140000,Medium (71-120),99,2011-2015,2011,5139
Pontoon Boat,10,3,GRP,Used boat,Unknown,Italy,50K-150K,90000,Medium (71-120),99,2001-2010,2004,5140
Pilothouse,7,3,GRP,new boat from stock,Unknown,Germany,lower_50K,39999,Medium (71-120),99,Unknown,2020,5141
Motor Yacht,10,3,Unknown,Used boat,Unknown,Italy,50K-150K,59000,Medium (71-120),99,2001-2010,2003,5142
Flybridge,18,5,GRP,Used boat,Unknown,Croatia,300K-1M,450000,Medium (71-120),99,2001-2010,2008,5143
